status 1 gen muons for event 1
22, 0.217807, 24, 8
22, 0.0560589, 17, 20
22, 0.116323, 16, 57
22, 0.0949449, 4, 51
22, 0.127749, 18, 48
22, 0.94382, 13, 47
22, 0.252992, 25, 63
22, 0.129727, 24, 71
310, 1.07541, 18, 4
22, 0.415151, 17, 73
22, 0.676592, 19, 1
22, 0.314133, 7, 72
22, 0.441119, 4, 2
12, 3.07696, 3, 69
-11, 4.15922, 3, 73
22, 0.851211, 2, 71
22, 6.55055, 2, 71
22, 2.88683, 1, 70
22, 6.75005, 1, 70
22, 4.85849, 1, 71
22, 10.896, 1, 71
130, 3.24658, -28, 15
22, 0.0683612, -24, 73
22, 0.0825692, -28, 17
22, 0.282138, -26, 14
22, 0.0456657, -28, 22
22, 0.568563, 3, 18
22, 0.448997, 0, 18
22, 4.84584, 3, 18
22, 7.00258, 3, 18
22, 0.621433, 3, 19
22, 0.645105, 1, 18
130, 7.05645, 3, 20
22, 0.0177654, 4, 10
22, 0.464401, 1, 29
22, 0.862682, 2, 45
22, 0.613515, 4, 47
22, 0.213427, -27, 31
22, 0.0415229, -27, 50
22, 0.0777462, -7, 72
22, 0.0528498, 0, 33
310, 1.21087, -14, 7
22, 0.107755, -15, 4
22, 0.644941, -21, 6
-211, 0.346288, -27, 70
211, 0.407574, -15, 3
130, 0.588715, -17, 66
22, 0.380903, 18, 51
22, 0.781287, 17, 49
22, 0.0965067, 20, 44
22, 0.481998, 16, 50
22, 0.825076, 15, 50
22, 0.423302, 14, 48
22, 32.0975, 16, 39
22, 7.44688, 16, 40
22, 0.0731127, 8, 56
22, 0.219188, 6, 69
-211, 14.8194, 3, 70
22, 0.268712, 1, 71
22, 3.10106, 3, 70
211, 20.3671, 3, 70
130, 29.3862, 3, 70
